class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
e,k,s,p,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,f,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
e,f,y,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
e,x,y,r,False,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d
p,f,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,n,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,k,y,n,False,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
p,x,f,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
e,f,y,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,f,s,b,True,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
e,x,s,e,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,b,y,w,True,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l
p,f,s,b,True,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,s,w,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
e,f,y,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
p,x,y,n,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
e,f,y,e,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,b,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,f,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
e,x,y,u,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d
p,x,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
e,f,f,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
p,f,s,b,True,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
e,f,y,n,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
e,x,s,b,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
e,f,f,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,n,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,s,g,False,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,s,g,True,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
e,f,y,g,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
e,f,y,n,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
e,k,y,b,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
p,x,y,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
p,x,s,w,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
p,x,y,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
e,f,y,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
e,f,f,c,False,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,y,False,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
p,x,s,g,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g
e,f,s,n,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,x,s,g,False,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
e,x,s,b,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
p,f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,y,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
e,x,y,u,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
e,f,y,b,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
p,f,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
p,f,f,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,s,b,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
p,f,s,w,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
p,x,y,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
e,f,f,g,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,y,u,False,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
p,x,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,y,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,f,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
e,f,f,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
p,x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,x,y,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
p,x,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,f,w,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
p,f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,y,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
p,x,f,y,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
